SurveyId,Country,OptInDate,BirthYear,Age,AgeGroup,Gender,Region,District,Urban_Rural,WaterSupply_Tap,WaterSupply_Standpipe,WaterSupply_Well,WaterSupply_Bottled water/sachet,WaterSupply_Tanker,WaterSupply_Cart vendor,WaterSupply_Rainwater,WaterSupply_Spring/River,FlowDays,FlowHours,SourceLocation,WaterPay,WaterChange,WaterSupplyBefore_Tap,WaterSupplyBefore_ Standpipe,WaterSupplyBefore_Well,WaterSupplyBefore_ Bottled water/sachet,WaterSupplyBefore_Tanker,WaterSupplyBefore_Cart vendor,WaterSupplyBefore_Rainwater,WaterSupplyBefore_Spring/River,FlowDaysBefore,FlowHoursBefore,WaterPayBefore
UPS-6473083661558329544,Ghana,11-23-2020,1988,32,25-40,Male,Northern,Nanumba South,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,Easier,No,No,No,No,No,No,No,Yes,0,0,0
UPS-9216666099179437783,Ghana,11-16-2020,1984,36,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,15,In my home or compound,32,The same as before,No,Yes,No,No,No,No,No,No,6,15,120
UPS5507296689002226472,Ghana,11-23-2020,1994,26,25-40,Male,Volta,Ketu North,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,In my home or compound,1,More difficult,No,Yes,No,No,No,No,No,No,2,2,10
UPS2725283316001652557,Ghana,11-17-2020,1994,26,25-40,Female,Northern,Zabzugu,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,35,The same as before,No,No,No,Yes,No,No,No,No,0,0,35
UPS-7118638487615948158,Ghana,11-22-2020,1979,41,40+,Male,Volta,Afadzato South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,20,The same as before,No,Yes,No,No,No,No,No,No,7,24,20
UPS-6919727532677057999,Ghana,11-24-2020,1992,28,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,24,In my home or compound,50,The same as before,Yes,No,No,No,No,No,No,No,5,24,50
UPS-5174192412301171374,Ghana,11-21-2020,1984,36,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS268933299523982171,Ghana,11-23-2020,1995,25,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,20,The same as before,No,No,No,Yes,No,No,No,No,0,0,20
UPS2699436375289811264,Ghana,11-17-2020,1993,27,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS-63832190154494626,Ghana,11-17-2020,1995,25,25-40,Female,Northern,Zabzugu,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,1,Neighbor,5,More difficult,Yes,No,No,No,No,No,No,No,7,1,5
UPS-1415187315633929276,Ghana,11-25-2020,1992,28,25-40,Male,Northern,Nanumba South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,1,In my home or compound,30,The same as before,No,Yes,No,No,No,No,No,No,1,2,50
UPS-1390914323475298276,Ghana,11-23-2020,1999,21,15-24,Female,Volta,Kadjebi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,380,More difficult,No,No,No,Yes,No,No,No,No,0,0,200
UPS3327352421475664950,Ghana,11-22-2020,1990,30,25-40,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,100,More difficult,Yes,No,No,No,No,No,No,No,7,11,100
UPS-6107815288622775047,Ghana,11-23-2020,1987,33,25-40,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,24,In my home or compound,0,Easier,Yes,No,No,No,No,No,No,No,7,24,30
UPS4816892354845744945,Ghana,11-24-2020,1994,26,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,15,The same as before,No,No,No,No,No,No,Yes,No,0,0,15
UPS8653646191731549172,Ghana,11-25-2020,1992,28,25-40,Male,Volta,Ho West,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,5,In my home or compound,2,The same as before,No,Yes,No,No,No,No,No,No,5,5,100
UPS-7167160669570384125,Ghana,11-17-2020,1994,26,25-40,Female,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,The same as before,No,No,No,No,No,No,No,Yes,0,0,15
UPS815221795210535722,Ghana,11-23-2020,1992,28,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,Neighbor,30,The same as before,No,No,No,No,No,No,No,Yes,0,0,30
UPS-4955697398899677842,Ghana,11-20-2020,1988,32,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,24,In my home or compound,20,The same as before,Yes,No,No,No,No,No,No,No,5,24,20
UPS-3681417873553804308,Ghana,11-21-2020,1998,22,15-24,Male,Volta,Central Tongu,Rural area [village/farm],Yes,No,No,No,No,No,No,No,4,5,In my home or compound,400,More difficult,No,Yes,No,No,No,No,No,No,3,5,400
UPS-8886855728646296605,Ghana,11-23-2020,1989,31,25-40,Female,Northern,Nanton,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,12,In my home or compound,10,Easier,Yes,No,No,No,No,No,No,No,3,12,24
UPS-8118120487689660931,Ghana,11-21-2020,1992,28,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,180,More difficult,No,Yes,No,No,No,No,No,No,7,12,60
UPS-6625954459290649304,Ghana,11-25-2020,1994,26,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,5,In my home or compound,0,The same as before,No,Yes,No,No,No,No,No,No,4,5,100
UPS-1602761989027216775,Ghana,11-23-2020,1985,35,25-40,Female,Northern,Tatale Sanguli,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,6,In my home or compound,10,The same as before,No,Yes,No,No,No,No,No,No,2,2,6
UPS9135488159822673234,Ghana,11-24-2020,1994,26,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,The same as before,No,No,No,No,No,No,No,Yes,0,0,50
UPS1621931766594140114,Ghana,11-24-2020,1992,28,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,12,More difficult,No,No,No,No,Yes,No,No,No,0,0,9
UPS-38526714429126842,Ghana,11-18-2020,1986,34,25-40,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,24,I must walk to it,25,The same as before,Yes,No,No,No,No,No,No,No,7,24,23
UPS-6222360242477058484,Ghana,11-17-2020,1993,27,25-40,Male,Northern,West Gonja,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,24,I must walk to it,30,The same as before,Yes,No,No,No,No,No,No,No,7,24,30
UPS-3292623537729755489,Ghana,11-17-2020,1993,27,25-40,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,1,12,I must walk to it,20,The same as before,No,Yes,No,No,No,No,No,No,1,12,20
UPS-1059897714012617470,Ghana,11-25-2020,1984,36,25-40,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,1,5,Neighbor,5,The same as before,No,Yes,No,No,No,No,No,No,2,3,200
UPS-2334683371393678615,Ghana,11-22-2020,1997,23,15-24,Male,Northern,Nanumba South,Urban area [city/town],Yes,No,No,No,No,No,No,No,6,20,In my home or compound,10,The same as before,Yes,No,No,No,No,No,No,No,7,24,5
UPS-7990351021400191161,Ghana,11-20-2020,1989,31,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,The same as before,No,No,No,Yes,No,No,No,No,0,0,7
UPS5531757053440790501,Ghana,11-20-2020,1988,32,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,30,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS7111468391329219742,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Ho West,Rural area [village/farm],No,Yes,No,No,No,No,No,No,1,2,I must walk to it,200,More difficult,No,No,Yes,No,No,No,No,No,0,0,100
UPS918752684707456668,Ghana,11-24-2020,1991,29,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,Yes,No,No,0,0,I must walk to it,50,The same as before,No,No,No,No,No,No,Yes,No,0,0,40
UPS1378268083366905766,Ghana,11-23-2020,1986,34,25-40,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,2,5,In my home or compound,0,Easier,No,Yes,No,No,No,No,No,No,3,6,45
UPS-5066605135013254685,Ghana,11-24-2020,1995,25,25-40,Male,Volta,Ketu North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,5,The same as before,No,No,No,Yes,No,No,No,No,0,0,5
UPS7985756413324894142,Ghana,11-17-2020,1990,30,25-40,Female,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,Yes,No,No,0,0,Neighbor,20,More difficult,No,No,No,No,No,No,No,Yes,0,0,20
UPS3125854115144878680,Ghana,11-23-2020,1990,30,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,0,More difficult,No,No,Yes,No,No,No,No,No,0,0,0
UPS2828816319688361535,Ghana,11-21-2020,1988,32,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,Neighbor,0,More difficult,No,Yes,No,No,No,No,No,No,7,6,0
UPS-8669179916093646145,Ghana,11-22-2020,1998,22,15-24,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,4,I must walk to it,5,Easier,Yes,No,No,No,No,No,No,No,6,4,5
UPS-8072611246957465148,Ghana,11-20-2020,1993,27,25-40,Male,Volta,Ketu North,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,11,In my home or compound,80,More difficult,No,No,No,No,No,No,Yes,No,0,0,75
UPS4200867304713115009,Ghana,11-22-2020,1994,26,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,24,In my home or compound,80,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS6706536774696262814,Ghana,11-23-2020,1987,33,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,2,I must walk to it,10,The same as before,No,No,Yes,No,No,No,No,No,0,0,10
UPS-9160678699996336488,Ghana,11-25-2020,1995,25,25-40,Male,Northern,West Gonja,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,6,I must walk to it,5,Easier,Yes,No,No,No,No,No,No,No,5,6,50
UPS-988940560715569025,Ghana,11-19-2020,1991,29,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,14,The same as before,No,No,No,Yes,No,No,No,No,0,0,7
UPS2441752701167809599,Ghana,11-17-2020,1994,26,25-40,Male,Northern,Kpandai,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,70,The same as before,No,No,Yes,No,No,No,No,No,0,0,85
UPS8989112341338900989,Ghana,11-21-2020,1983,37,25-40,Female,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,10,The same as before,No,No,No,Yes,No,No,No,No,0,0,10
UPS2047318538181696753,Ghana,11-17-2020,1993,27,25-40,Male,Northern,Nanumba South,Urban area [city/town],No,Yes,No,No,No,No,No,No,1,12,In my home or compound,0,Easier,No,Yes,No,No,No,No,No,No,1,6,20
UPS-776900567833838707,Ghana,11-22-2020,1998,22,15-24,Male,Volta,Central Tongu,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,Easier,No,No,No,Yes,No,No,No,No,0,0,45
UPS-6781737932507577672,Ghana,11-23-2020,1994,26,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,6,17,I must walk to it,75,Easier,No,Yes,No,No,No,No,No,No,7,17,85
UPS6046398248873755785,Ghana,11-21-2020,2000,20,15-24,Female,Volta,Ketu North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,5,I must walk to it,10,The same as before,Yes,No,No,No,No,No,No,No,2,3,20
UPS-2694836140885943518,Ghana,11-23-2020,1999,21,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,200,More difficult,No,No,No,No,No,No,Yes,No,0,0,100
UPS-8387900009242276179,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,50,More difficult,No,Yes,No,No,No,No,No,No,2,5,5
UPS4853500492388009812,Ghana,11-23-2020,1996,24,15-24,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,In my home or compound,5,More difficult,No,No,No,No,No,No,No,Yes,0,0,3
UPS4006248051400956749,Ghana,11-23-2020,1990,30,25-40,Male,Northern,Kpandai,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,30,The same as before,No,No,No,No,Yes,No,No,No,0,0,30
UPS-1642385543077419840,Ghana,11-20-2020,1990,30,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,12,The same as before,No,No,No,Yes,No,No,No,No,0,0,12
UPS6565869292319262981,Ghana,11-23-2020,1992,28,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,5,I must walk to it,30,The same as before,No,No,No,No,Yes,No,No,No,0,0,35
UPS4689295043130029192,Ghana,11-22-2020,1996,24,15-24,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,100,The same as before,No,No,No,No,No,No,Yes,No,0,0,99
UPS-5137502525332640158,Ghana,11-20-2020,1992,28,25-40,Female,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,60,The same as before,No,No,Yes,No,No,No,No,No,0,0,60
UPS-3735448777673956725,Ghana,11-17-2020,1992,28,25-40,Male,Northern,Nanton,Urban area [city/town],No,No,No,No,Yes,No,No,No,0,0,Neighbor,200,More difficult,No,Yes,No,No,No,No,No,No,3,4,15
UPS4783908563533204459,Ghana,11-22-2020,1998,22,15-24,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,5,In my home or compound,100,The same as before,Yes,No,No,No,No,No,No,No,4,6,300
UPS8488434006265392730,Ghana,11-17-2020,1989,31,25-40,Female,Northern,Zabzugu,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,6,In my home or compound,40,The same as before,No,No,No,Yes,No,No,No,No,0,0,32
UPS809653477269399323,Ghana,11-24-2020,1980,40,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,15,More difficult,No,No,No,Yes,No,No,No,No,0,0,6
UPS4740497979665587328,Ghana,11-24-2020,1997,23,15-24,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,Neighbor,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,300
UPS-1459734733127471705,Ghana,11-23-2020,1994,26,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,100,More difficult,No,No,No,No,No,No,Yes,No,0,0,70
UPS-5426631044208716962,Ghana,11-24-2020,1986,34,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,20,More difficult,No,Yes,No,No,No,No,No,No,5,10,15
UPS-2180799980407303739,Ghana,11-21-2020,1995,25,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,24,Neighbor,5,The same as before,Yes,No,No,No,No,No,No,No,2,5,100
UPS7172592573025554099,Ghana,11-25-2020,1990,30,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,10,More difficult,No,No,No,Yes,No,No,No,No,0,0,5
UPS-4852180377436239149,Ghana,11-24-2020,1955,65,40+,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,40,The same as before,No,No,No,Yes,No,No,No,No,0,0,3
UPS5623839371024259479,Ghana,11-24-2020,1994,26,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,Neighbor,20,More difficult,Yes,No,No,No,No,No,No,No,3,12,10
UPS-8196794021120444224,Ghana,11-22-2020,1995,25,25-40,Female,Brong-Ahafo,Wenchi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,5,15,I must walk to it,300,Easier,No,Yes,No,No,No,No,No,No,4,11,450
UPS-3177015354858222891,Ghana,11-23-2020,1991,29,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,2,Easier,No,No,No,Yes,No,No,No,No,0,0,2
UPS-2949374446573573916,Ghana,11-24-2020,1999,21,15-24,Male,Brong-Ahafo,Nkoranza North,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,12,I must walk to it,20,Easier,No,No,Yes,No,No,No,No,No,0,0,50
UPS-2073259849236865854,Ghana,11-22-2020,1993,27,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,4,I must walk to it,78,The same as before,No,Yes,No,No,No,No,No,No,5,13,78
UPS-3018744254714525412,Ghana,11-24-2020,1995,25,25-40,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,1,I must walk to it,100,More difficult,No,No,No,Yes,No,No,No,No,0,0,53
UPS2644615781185186204,Ghana,11-25-2020,1994,26,25-40,Male,Northern,West Gonja,Urban area [city/town],No,Yes,No,No,No,No,No,No,0,4,In my home or compound,104,The same as before,No,Yes,No,No,No,No,No,No,1,4,104
UPS7563867677310454331,Ghana,11-23-2020,2000,20,15-24,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,No,Yes,No,No,No,0,0,I must walk to it,20,More difficult,No,No,No,No,Yes,No,No,No,0,0,20
UPS-1475859061978020144,Ghana,11-24-2020,1995,25,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,9,In my home or compound,46,Easier,Yes,No,No,No,No,No,No,No,4,9,41
UPS-3614690352736368984,Ghana,11-24-2020,1990,30,25-40,Male,Northern,Tatale Sanguli,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,8,In my home or compound,80,More difficult,Yes,No,No,No,No,No,No,No,5,15,40
UPS1310965230585052843,Ghana,11-19-2020,1995,25,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,100,More difficult,No,No,Yes,No,No,No,No,No,0,0,200
UPS4954148055421780076,Ghana,11-19-2020,1985,35,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,50,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS-4587805166543403838,Ghana,11-23-2020,1992,28,25-40,Male,Volta,Ketu North,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,Yes,No,0,0,5
UPS5838096532274422002,Ghana,11-22-2020,1996,24,15-24,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,3,I must walk to it,100,More difficult,No,No,No,No,No,No,No,Yes,0,0,1
UPS1165198966554955629,Ghana,11-23-2020,1993,27,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,6,In my home or compound,50,The same as before,Yes,No,No,No,No,No,No,No,3,6,50
UPS634644139193455338,Ghana,11-22-2020,1998,22,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,Easier,No,No,No,No,No,No,No,Yes,0,0,15
UPS-3078997093312420784,Ghana,11-20-2020,1994,26,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,50,The same as before,No,No,Yes,No,No,No,No,No,0,0,20
UPS-2309111955400725139,Ghana,11-25-2020,1992,28,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,20,More difficult,No,No,No,Yes,No,No,No,No,0,0,1
UPS8813060616912383382,Ghana,11-17-2020,1990,30,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,123,More difficult,No,No,No,No,No,No,Yes,No,0,0,301
UPS-5746025565470688965,Ghana,11-22-2020,1988,32,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,20,Neighbor,20,Easier,Yes,No,No,No,No,No,No,No,5,20,20
UPS-190607772440359788,Ghana,11-20-2020,1985,35,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,3,The same as before,No,No,No,Yes,No,No,No,No,0,0,20
UPS-1918850895408408548,Ghana,11-25-2020,1973,47,40+,Male,Volta,Kadjebi,Rural area [village/farm],Yes,No,No,No,No,No,No,No,4,6,I must walk to it,22,Easier,Yes,No,No,No,No,No,No,No,4,3,35
UPS-7835465809920113358,Ghana,11-25-2020,1994,26,25-40,Male,Northern,Nanton,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,10,I must walk to it,20,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS-2727971788052454302,Ghana,11-21-2020,1987,33,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,6,18,120
UPS6533564371993277033,Ghana,11-23-2020,1995,25,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,5,In my home or compound,1,Easier,No,No,No,No,Yes,No,No,No,0,0,50
UPS6561965415768047710,Ghana,11-24-2020,1990,30,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,30,Easier,Yes,No,No,No,No,No,No,No,5,14,30
UPS1351451789929020470,Ghana,11-25-2020,1982,38,25-40,Female,Volta,Afadzato South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,6,8,In my home or compound,25,Easier,Yes,No,No,No,No,No,No,No,6,8,25
UPS388339026683753365,Ghana,11-25-2020,1990,30,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,5,More difficult,No,No,Yes,No,No,No,No,No,0,0,1
UPS-2565916927142066571,Ghana,11-23-2020,2000,20,15-24,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,25,More difficult,No,No,No,No,Yes,No,No,No,0,0,35
UPS-3192511624117336247,Ghana,11-24-2020,1997,23,15-24,Male,Volta,Afadzato South,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,3,In my home or compound,40,More difficult,No,No,No,Yes,No,No,No,No,0,0,30
UPS-7202615185806419491,Ghana,11-17-2020,1992,28,25-40,Female,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,100,More difficult,No,No,Yes,No,No,No,No,No,0,0,100
UPS-7705804524757100110,Ghana,11-18-2020,1994,26,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,Yes,No,No,No,No,No,No,4,17,I must walk to it,33,The same as before,No,No,No,No,No,Yes,No,No,0,0,12
UPS-3062699525951448327,Ghana,11-25-2020,1988,32,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,7,I must walk to it,100,More difficult,No,Yes,No,No,No,No,No,No,4,7,100
UPS-4589969227811658858,Ghana,11-25-2020,1993,27,25-40,Male,Northern,Nanumba South,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,50,More difficult,No,No,No,No,No,No,No,Yes,0,0,50
UPS-151811753286818227,Ghana,11-20-2020,1983,37,25-40,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,14,I must walk to it,100,Easier,No,Yes,No,No,No,No,No,No,7,20,200
UPS8230743767681666595,Ghana,11-17-2020,1980,40,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,4,In my home or compound,15,The same as before,No,No,No,Yes,No,No,No,No,0,0,15
UPS-4413255970183224881,Ghana,11-18-2020,1991,29,25-40,Female,Volta,Afadzato South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,2,Neighbor,0,Easier,No,No,No,No,No,No,Yes,No,0,0,0
